executive_order_id,pdf_url,citation,start_page,end_page,title,signing_date,publication_date,president
13453,https://www.govinfo.gov/content/pkg/FR-2007-12-11/pdf/07-6022.pdf,72 FR 70477,70477,70477,"Closing of Executive Departments and Agencies of the Federal Government on Monday, December 24, 2007",2007-12-06,12/11/2007,George Bush
13452,https://www.govinfo.gov/content/pkg/FR-2007-11-30/pdf/07-5919.pdf,72 FR 67827,67827,67829,Establishing an Emergency Board To Investigate Disputes Between the National Railroad Passenger Corporation and Certain of Its Employees Represented by Certain Labor Organizations,2007-11-28,11/30/2007,George Bush
13451,https://www.govinfo.gov/content/pkg/FR-2007-11-21/pdf/07-5816.pdf,72 FR 65653,65653,65653,"Designating the ITER International Fusion Energy Organization as a Public International Organization Entitled To Enjoy Certain Privileges, Exemptions, and Immunities",2007-11-19,11/21/2007,George Bush
13450,https://www.govinfo.gov/content/pkg/FR-2007-11-15/pdf/07-5726.pdf,72 FR 64519,64519,64522,Improving Government Program Performance,2007-11-13,11/15/2007,George Bush
13449,https://www.govinfo.gov/content/pkg/FR-2007-10-24/pdf/07-5299.pdf,72 FR 60531,60531,60532,Protection of Striped Bass and Red Drum Fish Populations,2007-10-20,10/24/2007,George Bush
13448,https://www.govinfo.gov/content/pkg/FR-2007-10-23/pdf/07-5270.pdf,72 FR 60223,60223,60226,Blocking Property and Prohibiting Certain Transactions Related to Burma,2007-10-18,10/23/2007,George Bush
13445,https://www.govinfo.gov/content/pkg/FR-2007-10-02/pdf/07-4890.pdf,72 FR 56165,56165,56167,Strengthening Adult Education,2007-09-27,10/02/2007,George Bush
13446,https://www.govinfo.gov/content/pkg/FR-2007-10-02/pdf/07-4906.pdf,72 FR 56175,56175,56178,Continuance of Certain Federal Advisory Committees and Amendments to and Revocation of Other Executive Orders,2007-09-28,10/02/2007,George Bush
13447,https://www.govinfo.gov/content/pkg/FR-2007-10-02/pdf/07-4907.pdf,72 FR 56179,56179,56239,"Further 2007 Amendments to the Manual for Courts- Martial, United States",2007-09-28,10/02/2007,George Bush
13444,https://www.govinfo.gov/content/pkg/FR-2007-09-14/pdf/07-4600.pdf,72 FR 52747,52747,52747,Extending Privileges and Immunities to the African Union Mission to the United States,2007-09-12,09/14/2007,George Bush
13443,https://www.govinfo.gov/content/pkg/FR-2007-08-20/pdf/07-4115.pdf,72 FR 46537,46537,46538,Facilitation of Hunting Heritage and Wildlife Conservation,2007-08-16,08/20/2007,George Bush
13442,https://www.govinfo.gov/content/pkg/FR-2007-08-15/pdf/07-4023.pdf,72 FR 45877,45877,45878,Amending the Order of Succession in the Department of Homeland Security,2007-08-13,08/15/2007,George Bush
13441,https://www.govinfo.gov/content/pkg/FR-2007-08-03/pdf/07-3835.pdf,72 FR 43499,43499,43501,Blocking Property of Persons Undermining the Sovereignty of Lebanon or Its Democratic Processes and Institutions,2007-08-01,08/03/2007,George Bush
13440,https://www.govinfo.gov/content/pkg/FR-2007-07-24/pdf/07-3656.pdf,72 FR 40707,40707,40709,Interpretation of the Geneva Conventions Common Article 3 as Applied to a Program of Detention and Interrogation Operated by the Central Intelligence Agency,2007-07-20,07/24/2007,George Bush
13439,https://www.govinfo.gov/content/pkg/FR-2007-07-20/pdf/07-3593.pdf,72 FR 40053,40053,40055,Establishing an Interagency Working Group on Import Safety,2007-07-18,07/20/2007,George Bush
13438,https://www.govinfo.gov/content/pkg/FR-2007-07-19/pdf/07-3552.pdf,72 FR 39719,39719,39721,Blocking Property of Certain Persons Who Threaten Stabilization Efforts in Iraq,2007-07-17,07/19/2007,George Bush
13436,https://www.govinfo.gov/content/pkg/FR-2007-07-03/pdf/07-3258.pdf,72 FR 36337,36337,36337,"Further Amending Executive Order 13381, as Amended, To Extend Its Duration by One Year",2007-06-28,07/03/2007,George Bush
13437,https://www.govinfo.gov/content/pkg/FR-2007-07-03/pdf/07-3259.pdf,72 FR 36339,36339,36339,Waiver Under the Trade Act of 1974 With Respect to Turkmenistan,2007-06-28,07/03/2007,George Bush
13435,https://www.govinfo.gov/content/pkg/FR-2007-06-22/pdf/07-3112.pdf,72 FR 34591,34591,34593,Expanding Approved Stem Cell Lines in Ethically Responsible Ways,2007-06-20,06/22/2007,George Bush
13434,https://www.govinfo.gov/content/pkg/FR-2007-05-22/pdf/07-2570.pdf,72 FR 28583,28583,28585,National Security Professional Development,2007-05-17,05/22/2007,George Bush
13433,https://www.govinfo.gov/content/pkg/FR-2007-05-18/pdf/07-2518.pdf,72 FR 28441,28441,28442,Protecting American Taxpayers From Payment of Contingency Fees,2007-05-16,05/18/2007,George Bush
13432,https://www.govinfo.gov/content/pkg/FR-2007-05-16/pdf/07-2462.pdf,72 FR 27717,27717,27719,"Cooperation Among Agencies in Protecting the Environment With Respect to Greenhouse Gas Emissions From Motor Vehicles, Nonroad Vehicles, and Nonroad Engines",2007-05-14,05/16/2007,George Bush
13431,https://www.govinfo.gov/content/pkg/FR-2007-05-11/pdf/07-2367.pdf,72 FR 26709,26709,26710,Establishment of Temporary Organization To Facilitate United States Government Assistance for Transition in Iraq,2007-05-08,05/11/2007,George Bush
13430,https://www.govinfo.gov/content/pkg/FR-2007-04-23/pdf/07-2027.pdf,72 FR 20213,20213,20220,"2007 Amendments to the Manual for Courts-Martial, United States",2007-04-18,04/23/2007,George Bush
13429,https://www.govinfo.gov/content/pkg/FR-2007-04-10/pdf/07-1816.pdf,72 FR 18101,18101,18102,Establishing an Emergency Board To Investigate a Dispute Between Metro-North Railroad and Its Maintenance of Way Employees Represented by the International Brotherhood of Teamsters,2007-04-04,04/10/2007,George Bush
13428,https://www.govinfo.gov/content/pkg/FR-2007-04-04/pdf/07-1704.pdf,72 FR 16693,16693,16693,Renaming a National Forest in the Commonwealth of Puerto Rico,2007-04-02,04/04/2007,George Bush
13427,https://www.govinfo.gov/content/pkg/FR-2007-03-09/pdf/07-1152.pdf,72 FR 10879,10879,10879,Extending Privileges and Immunities to the Permanent Observer Mission of the Holy See to the United Nations,2007-03-07,03/09/2007,George Bush
13426,https://www.govinfo.gov/content/pkg/FR-2007-03-08/pdf/07-1137.pdf,72 FR 10589,10589,10591,Establishing a Commission on Care for America's Returning Wounded Warriors and a Task Force on Returning Global War on Terror Heroes,2007-03-06,03/08/2007,George Bush
13425,https://www.govinfo.gov/content/pkg/FR-2007-02-20/pdf/07-780.pdf,72 FR 7737,7737,7738,Trial of Alien Unlawful Enemy Combatants by Military Commission,2007-02-14,02/20/2007,George Bush
13424,https://www.govinfo.gov/content/pkg/FR-2007-01-30/pdf/07-419.pdf,72 FR 4409,4409,4409,"Further Amendment to Executive Order 13285, Relating to the President's Council on Service and Civic Participation",2007-01-26,01/30/2007,George Bush
13423,https://www.govinfo.gov/content/pkg/FR-2007-01-26/pdf/07-374.pdf,72 FR 3919,3919,3923,"Strengthening Federal Environmental, Energy, and Transportation Management",2007-01-24,01/26/2007,George Bush
13422,https://www.govinfo.gov/content/pkg/FR-2007-01-23/pdf/07-293.pdf,72 FR 2763,2763,2765,Further Amendment to Executive Order 12866 on Regulatory Planning and Review,2007-01-18,01/23/2007,George Bush
13421,https://www.govinfo.gov/content/pkg/FR-2007-01-04/pdf/06-9993.pdf,72 FR 425,425,425,"Providing for the Closing of Government Departments and Agencies on January 2, 2007",2006-12-28,01/04/2007,George Bush
13419,https://www.govinfo.gov/content/pkg/FR-2006-12-26/pdf/06-9895.pdf,71 FR 77565,77565,77567,National Aeronautics Research and Development,2006-12-20,12/26/2006,George Bush
13420,https://www.govinfo.gov/content/pkg/FR-2006-12-26/pdf/06-9896.pdf,71 FR 77571,77571,77580,Adjustments of Certain Rates of Pay,2006-12-21,12/26/2006,George Bush
13418,https://www.govinfo.gov/content/pkg/FR-2006-12-18/pdf/06-9770.pdf,71 FR 75647,75647,75647,"Amendment to Executive Order 13317, Volunteers for Prosperity",2006-12-14,12/18/2006,George Bush
13417,https://www.govinfo.gov/content/pkg/FR-2006-12-08/pdf/06-9632.pdf,71 FR 71459,71459,71461,Establishing an Emergency Board To Investigate Disputes Between Metro-North Railroad and Certain of Its Employees Represented by Certain Labor Organizations,2006-12-06,12/08/2006,George Bush
13416,https://www.govinfo.gov/content/pkg/FR-2006-12-07/pdf/06-9619.pdf,71 FR 71033,71033,71035,Strengthening Surface Transportation Security,2006-12-05,12/07/2006,George Bush
13415,https://www.govinfo.gov/content/pkg/FR-2006-12-05/pdf/06-9561.pdf,71 FR 70641,70641,70641,Assignment of Certain Pay-Related Functions,2006-12-01,12/05/2006,George Bush
13414,https://www.govinfo.gov/content/pkg/FR-2006-11-08/pdf/06-9148.pdf,71 FR 65365,65365,65365,"Amendment to Executive Order 13402, Strengthening Federal Efforts To Protect Against Identity Theft",2006-11-03,11/08/2006,George Bush
13413,https://www.govinfo.gov/content/pkg/FR-2006-10-31/pdf/06-9020.pdf,71 FR 64105,64105,64108,Blocking Property of Certain Persons Contributing to the Conflict in the Democratic Republic of the Congo,2006-10-27,10/31/2006,George Bush
13412,https://www.govinfo.gov/content/pkg/FR-2006-10-17/pdf/06-8769.pdf,71 FR 61369,61369,61371,Blocking Property of and Prohibiting Transactions With the Government of Sudan,2006-10-13,10/17/2006,George Bush
13411,https://www.govinfo.gov/content/pkg/FR-2006-09-06/pdf/06-7492.pdf,71 FR 52729,52729,52731,Improving Assistance for Disaster Victims,2006-08-29,09/06/2006,George Bush
13410,https://www.govinfo.gov/content/pkg/FR-2006-08-28/pdf/06-7220.pdf,71 FR 51089,51089,51091,Promoting Quality and Efficient Health Care in Federal Government Administered or Sponsored Health Care Programs,2006-08-22,08/28/2006,George Bush
13409,https://www.govinfo.gov/content/pkg/FR-2006-07-07/pdf/06-6101.pdf,71 FR 38511,38511,38512,Establishing an Emergency Board To Investigate a Dispute Between Southeastern Pennsylvania Transportation Authority and Its Locomotive Engineers Represented by the Brotherhood of Locomotive Engineers and Trainmen,2006-07-03,07/07/2006,George Bush
13408,https://www.govinfo.gov/content/pkg/FR-2006-07-03/pdf/06-5984.pdf,71 FR 37807,37807,37807,"Amending Executive Order 13381, As Amended, To Extend its Duration by One Year",2006-06-29,07/03/2006,George Bush
13406,https://www.govinfo.gov/content/pkg/FR-2006-06-28/pdf/06-5828.pdf,71 FR 36973,36973,36974,Protecting the Property Rights of the American People,2006-06-23,06/28/2006,George Bush
13407,https://www.govinfo.gov/content/pkg/FR-2006-06-28/pdf/06-5829.pdf,71 FR 36975,36975,36977,Public Alert and Warning System,2006-06-26,06/28/2006,George Bush
13405,https://www.govinfo.gov/content/pkg/FR-2006-06-20/pdf/06-5592.pdf,71 FR 35485,35485,35487,Blocking Property of Certain Persons Undermining Democratic Processes or Institutions in Belarus,2006-06-16,06/20/2006,George Bush
13404,https://www.govinfo.gov/content/pkg/FR-2006-06-12/pdf/06-5351.pdf,71 FR 33593,33593,33594,Task Force on New Americans,2006-06-07,06/12/2006,George Bush
13403,https://www.govinfo.gov/content/pkg/FR-2006-05-16/pdf/06-4652.pdf,71 FR 28543,28543,28544,"Amendments to Executive Orders 11030, 13279, 13339, 13381, and 13389, and Revocation of Executive Order 13011",2006-05-12,05/16/2006,George Bush
13402,https://www.govinfo.gov/content/pkg/FR-2006-05-15/pdf/06-4552.pdf,71 FR 27945,27945,27947,Strengthening Federal Efforts To Protect Against Identity Theft,2006-05-10,05/15/2006,George Bush
13400,https://www.govinfo.gov/content/pkg/FR-2006-05-01/pdf/06-4121.pdf,71 FR 25483,25483,25486,Blocking Property of Persons in Connection With the Conflict in Sudan's Darfur Region,2006-04-26,05/01/2006,George Bush
13401,https://www.govinfo.gov/content/pkg/FR-2006-05-01/pdf/06-4132.pdf,71 FR 25737,25737,25738,Responsibilities of Federal Departments and Agencies With Respect to Volunteer Community Service,2006-04-27,05/01/2006,George Bush
13399,https://www.govinfo.gov/content/pkg/FR-2006-04-28/pdf/06-4085.pdf,71 FR 25059,25059,25061,Blocking Property of Additional Persons in Connection With the National Emergency With Respect to Syria,2006-04-25,04/28/2006,George Bush
13398,https://www.govinfo.gov/content/pkg/FR-2006-04-21/pdf/06-3865.pdf,71 FR 20519,20519,20521,National Mathematics Advisory Panel,2006-04-18,04/21/2006,George Bush
13397,https://www.govinfo.gov/content/pkg/FR-2006-03-09/pdf/06-2362.pdf,71 FR 12275,12275,12276,Responsibilities of the Department of Homeland Security With Respect to Faith-Based and Community Initiatives,2006-03-07,03/09/2006,George Bush
13396,https://www.govinfo.gov/content/pkg/FR-2006-02-10/pdf/06-1316.pdf,71 FR 7389,7389,7392,Blocking Property of Certain Persons Contributing to the Conflict in Côte d'Ivoire,2006-02-07,02/10/2006,George Bush
13395,https://www.govinfo.gov/content/pkg/FR-2006-01-19/pdf/06-554.pdf,71 FR 3203,3203,3203,"Designating the Global Fund To Fight AIDS, Tuberculosis and Malaria as a Public International Organization Entitled To Enjoy Certain Privileges, Exemptions, and Immunities",2006-01-13,01/19/2006,George Bush
13393,https://www.govinfo.gov/content/pkg/FR-2005-12-27/pdf/05-24596.pdf,70 FR 76655,76655,76664,Adjustments of Certain Rates of Pay,2005-12-22,12/27/2005,George Bush
13394,https://www.govinfo.gov/content/pkg/FR-2005-12-27/pdf/05-24597.pdf,70 FR 76665,76665,76666,Providing an Order of Succession Within the Department of Defense,2005-12-22,12/27/2005,George Bush
13392,https://www.govinfo.gov/content/pkg/FR-2005-12-19/pdf/05-24255.pdf,70 FR 75373,75373,75377,Improving Agency Disclosure of Information,2005-12-14,12/19/2005,George Bush
13391,https://www.govinfo.gov/content/pkg/FR-2005-11-25/pdf/05-23412.pdf,70 FR 71201,71201,71209,Blocking Property of Additional Persons Undermining Democratic Processes or Institutions in Zimbabwe,2005-11-22,11/25/2005,George Bush
13389,https://www.govinfo.gov/content/pkg/FR-2005-11-04/pdf/05-22132.pdf,70 FR 67325,67325,67326,Creation of the Gulf Coast Recovery and Rebuilding Council,2005-11-01,11/04/2005,George Bush
13390,https://www.govinfo.gov/content/pkg/FR-2005-11-04/pdf/05-22133.pdf,70 FR 67327,67327,67328,Establishment of a Coordinator of Federal Support for the Recovery and Rebuilding of the Gulf Coast Region,2005-11-01,11/04/2005,George Bush
13388,https://www.govinfo.gov/content/pkg/FR-2005-10-27/pdf/05-21571.pdf,70 FR 62023,62023,62025,Further Strengthening the Sharing of Terrorism Information To Protect Americans,2005-10-25,10/27/2005,George Bush
13387,https://www.govinfo.gov/content/pkg/FR-2005-10-18/pdf/05-20944.pdf,70 FR 60697,60697,60714,"2005 Amendments to the Manual for Courts-Martial, United States",2005-10-14,10/18/2005,George Bush
13386,https://www.govinfo.gov/content/pkg/FR-2005-10-05/pdf/05-20156.pdf,70 FR 58289,58289,58289,"Further Amendment to Executive Order 13369, Relating to the President's Advisory Panel on Federal Tax Reform",2005-09-30,10/05/2005,George Bush
13385,https://www.govinfo.gov/content/pkg/FR-2005-10-04/pdf/05-19993.pdf,70 FR 57989,57989,57991,Continuance of Certain Federal Advisory Committees and Amendments to and Revocation of Other Executive Orders,2005-09-29,10/04/2005,George Bush
13384,https://www.govinfo.gov/content/pkg/FR-2005-07-29/pdf/05-15160.pdf,70 FR 43739,43739,43739,Assignment of Functions Relating to Original Appointments as Commissioned Officers and Chief Warrant Officer Appointments in the Armed Forces,2005-07-27,07/29/2005,George Bush
13383,https://www.govinfo.gov/content/pkg/FR-2005-07-20/pdf/05-14452.pdf,70 FR 41933,41933,41933,Amending Executive Orders 12139 and 12949 in Light of Establishment of the Office of Director of National Intelligence,2005-07-15,07/20/2005,George Bush
13382,https://www.govinfo.gov/content/pkg/FR-2005-07-01/pdf/05-13214.pdf,70 FR 38567,38567,38570,Blocking Property of Weapons of Mass Destruction Proliferators and Their Supporters,2005-06-28,07/01/2005,George Bush
13381,https://www.govinfo.gov/content/pkg/FR-2005-06-30/pdf/05-13098.pdf,70 FR 37953,37953,37955,Strengthening Processes Relating to Determining Eligibility for Access to Classified National Security Information,2005-06-27,06/30/2005,George Bush
13380,https://www.govinfo.gov/content/pkg/FR-2005-06-21/pdf/05-12354.pdf,70 FR 35509,35509,35510,Implementing Amendments to Agreement on Border,2005-06-17,06/21/2005,George Bush
13379,https://www.govinfo.gov/content/pkg/FR-2005-06-20/pdf/05-12284.pdf,70 FR 35505,35505,35505,"Amendment to Executive Order 13369, Relating to the President's Advisory Panel on Federal Tax Reform",2005-06-16,06/20/2005,George Bush
13378,https://www.govinfo.gov/content/pkg/FR-2005-05-17/pdf/05-9892.pdf,70 FR 28413,28413,28414,Amendments to Executive Order 12788 Relating to the Defense Economic Adjustment Program,2005-05-12,05/17/2005,George Bush
13376,https://www.govinfo.gov/content/pkg/FR-2005-04-18/pdf/05-7830.pdf,70 FR 20261,20261,20261,"Amendments to Executive Order 12863, Relating to the President's Foreign Intelligence Advisory Board",2005-04-13,04/18/2005,George Bush
13377,https://www.govinfo.gov/content/pkg/FR-2005-04-18/pdf/05-7831.pdf,70 FR 20263,20263,20263,"Designating the African Union as a Public International Organization Entitled To Enjoy Certain Privileges, Exemptions, and Immunities",2005-04-13,04/18/2005,George Bush
13375,https://www.govinfo.gov/content/pkg/FR-2005-04-05/pdf/05-6907.pdf,70 FR 17299,17299,17299,"Amendment to Executive Order 13295 Relating to Certain
Influenza Viruses and Quarantinable Communicable Diseases",2005-04-01,04/05/2005,George Bush
13374,https://www.govinfo.gov/content/pkg/FR-2005-03-17/pdf/05-5434.pdf,70 FR 12961,12961,12962,Amendments to Executive Order 12293—The Foreign Service of the United States,2005-03-14,03/17/2005,George Bush
13373,https://www.govinfo.gov/content/pkg/FR-2005-03-14/pdf/05-5097.pdf,70 FR 12579,12579,12580,Amendments to Executive Order 11926 Relating to the Vice Presidential Service Badge,2005-03-10,03/14/2005,George Bush
13372,https://www.govinfo.gov/content/pkg/FR-2005-02-18/pdf/05-3385.pdf,70 FR 8499,8499,8500,Clarification of Certain Executive Orders Blocking Property and Prohibiting Certain Transactions,2005-02-16,02/18/2005,George Bush
13371,https://www.govinfo.gov/content/pkg/FR-2005-01-31/pdf/05-1886.pdf,70 FR 5041,5041,5042,"Amendments to Executive Order 13285, Relating to the President's Council on Service and Civic Participation",2005-01-27,01/31/2005,George Bush
13370,https://www.govinfo.gov/content/pkg/FR-2005-01-19/pdf/05-1170.pdf,70 FR 3137,3137,3138,Providing an Order of Succession in the Office of Management and Budget,2005-01-13,01/19/2005,George Bush
13369,https://www.govinfo.gov/content/pkg/FR-2005-01-12/pdf/05-771.pdf,70 FR 2323,2323,2324,President's Advisory Panel on Federal Tax Reform,2005-01-07,01/12/2005,George Bush
13368,https://www.govinfo.gov/content/pkg/FR-2005-01-05/pdf/05-306.pdf,70 FR 1147,1147,1156,Adjustments of Certain Rates of Pay,2004-12-30,01/05/2005,George Bush
13367,https://www.govinfo.gov/content/pkg/FR-2004-12-27/pdf/04-28404.pdf,69 FR 77605,77605,77605,United States-Mexico Border Health Commission,2004-12-21,12/27/2004,George Bush
13366,https://www.govinfo.gov/content/pkg/FR-2004-12-21/pdf/04-28079.pdf,69 FR 76591,76591,76593,Committee on Ocean Policy,2004-12-17,12/21/2004,George Bush
13365,https://www.govinfo.gov/content/pkg/FR-2004-12-08/pdf/04-27076.pdf,69 FR 71333,71333,71338,"2004 Amendments to the Manual for Courts-Martial, United States",2004-12-03,12/08/2004,George Bush
13362,https://www.govinfo.gov/content/pkg/FR-2004-12-02/pdf/04-26684.pdf,69 FR 70173,70173,70173,Designation of Additional Officers for the Department of Homeland Security Order of Succession,2004-11-29,12/02/2004,George Bush
13363,https://www.govinfo.gov/content/pkg/FR-2004-12-02/pdf/04-26685.pdf,69 FR 70175,70175,70176,Establishing the Afghanistan and Iraq Campaign Medals,2004-11-29,12/02/2004,George Bush
13364,https://www.govinfo.gov/content/pkg/FR-2004-12-02/pdf/04-26686.pdf,69 FR 70177,70177,70178,Modifying the Protection Granted to the Development Fund for Iraq and Certain Property in Which Iraq Has an Interest and Protecting the Central Bank of Iraq,2004-11-29,12/02/2004,George Bush
13361,https://www.govinfo.gov/content/pkg/FR-2004-11-19/pdf/04-25866.pdf,69 FR 67633,67633,67634,"Assignment of Functions Under the United States Leadership Against HIV/AIDS, Tuberculosis, and Malaria Act of 2003",2004-11-16,11/19/2004,George Bush
13360,https://www.govinfo.gov/content/pkg/FR-2004-10-26/pdf/04-24098.pdf,69 FR 62549,62549,62551,Providing Opportunities for Service-Disabled Veteran Businesses To Increase Their Federal Contracting and Subcontracting,2004-10-20,10/26/2004,George Bush
13359,https://www.govinfo.gov/content/pkg/FR-2004-10-25/pdf/04-23994.pdf,69 FR 62391,62391,62391,"Amendment to Executive Order 13173, Interagency Task Force on the Economic Development of the Central San Joaquin Valley",2004-10-20,10/25/2004,George Bush
13358,https://www.govinfo.gov/content/pkg/FR-2004-09-30/pdf/04-22212.pdf,69 FR 58797,58797,58798,"Assignment of Functions Relating to Certain Appointments, Promotions, and Commissions in the Armed Forces",2004-09-28,09/30/2004,George Bush
13357,https://www.govinfo.gov/content/pkg/FR-2004-09-22/pdf/04-21411.pdf,69 FR 56665,56665,56666,Termination of Emergency Declared in Executive Order 12543 With Respect to the Policies and Actions of the,2004-09-20,09/22/2004,George Bush
13353,https://www.govinfo.gov/content/pkg/FR-2004-09-01/pdf/04-20049.pdf,69 FR 53585,53585,53587,Establishing the President's Board on Safeguarding Americans' Civil Liberties,2004-08-27,09/01/2004,George Bush
13354,https://www.govinfo.gov/content/pkg/FR-2004-09-01/pdf/04-20050.pdf,69 FR 53589,53589,53592,National Counterterrorism Center,2004-08-27,09/01/2004,George Bush
13355,https://www.govinfo.gov/content/pkg/FR-2004-09-01/pdf/04-20051.pdf,69 FR 53593,53593,53597,Strengthened Management of the Intelligence Community,2004-08-27,09/01/2004,George Bush
13356,https://www.govinfo.gov/content/pkg/FR-2004-09-01/pdf/04-20052.pdf,69 FR 53599,53599,53602,Strengthening the Sharing of Terrorism Information To Protect Americans,2004-08-27,09/01/2004,George Bush
13352,https://www.govinfo.gov/content/pkg/FR-2004-08-30/pdf/04-19909.pdf,69 FR 52989,52989,52990,Facilitation of Cooperative Conservation,2004-08-26,08/30/2004,George Bush
13351,https://www.govinfo.gov/content/pkg/FR-2004-08-12/pdf/04-18575.pdf,69 FR 50047,50047,50048,Establishing an Emergency Board To Investigate a Dispute Between the Southeastern Pennsylvania Transportation Authority and Its Conductors Represented by the United Transportation Union,2004-08-09,08/12/2004,George Bush
13350,https://www.govinfo.gov/content/pkg/FR-2004-07-30/pdf/04-17636.pdf,69 FR 46055,46055,46067,"Termination of Emergency Declared in Executive Order 12722 With Respect to Iraq and Modification of Executive Order 13290, Executive Order 13303, and Executive Order 13315",2004-07-29,07/30/2004,George Bush
13348,https://www.govinfo.gov/content/pkg/FR-2004-07-27/pdf/04-17205.pdf,69 FR 44885,44885,44890,Blocking Property of Certain Persons and Prohibiting the Importation of Certain Goods from Liberia,2004-07-22,07/27/2004,George Bush
13349,https://www.govinfo.gov/content/pkg/FR-2004-07-27/pdf/04-17204.pdf,69 FR 44891,44891,44891,Amending Executive Order 13226 To Designate the President's Council of Advisors on Science and Technology To Serve as the National Nanotechnology Advisory Panel,2004-07-23,07/27/2004,George Bush
13347,https://www.govinfo.gov/content/pkg/FR-2004-07-26/pdf/04-17150.pdf,69 FR 44573,44573,44574,Individuals With Disabilities in Emergency Preparedness,2004-07-22,07/26/2004,George Bush
13345,https://www.govinfo.gov/content/pkg/FR-2004-07-13/pdf/04-15933.pdf,69 FR 41901,41901,41903,Assigning Foreign Affairs Functions and Implementing the Enterprise for the Americas Initiative and the Tropical Forest Conservation Act,2004-07-08,07/13/2004,George Bush
13346,https://www.govinfo.gov/content/pkg/FR-2004-07-13/pdf/04-15934.pdf,69 FR 41905,41905,41906,"Delegation of Certain Waiver, Determination, Certification, Recommendation, and Reporting Functions",2004-07-08,07/13/2004,George Bush
13344,https://www.govinfo.gov/content/pkg/FR-2004-07-09/pdf/04-15787.pdf,69 FR 41747,41747,41747,Amending Executive Order 13261 on the Order of Succession in the Environmental Protection Agency,2004-07-07,07/09/2004,George Bush
13343,https://www.govinfo.gov/content/pkg/FR-2004-06-08/pdf/04-13123.pdf,69 FR 32245,32245,32245,"Providing for the Closing of Government Departments and Agencies on June 11, 2004",2004-06-06,06/08/2004,George Bush
13342,https://www.govinfo.gov/content/pkg/FR-2004-06-03/pdf/04-12745.pdf,69 FR 31509,31509,31510,Responsibilities of the Departments of Commerce and Veterans Affairs and the Small Business Administration With Respect to Faith-Based and Community Initiatives,2004-06-01,06/03/2004,George Bush
13341,https://www.govinfo.gov/content/pkg/FR-2004-05-25/pdf/04-11991.pdf,69 FR 29843,29843,29844,"Further Amendment to Executive Order 11023, Providing for the Performance by the Secretary of Commerce of Certain Functions Relating to the National Oceanic and Atmospheric Administration",2004-05-20,05/25/2004,George Bush
13340,https://www.govinfo.gov/content/pkg/FR-2004-05-20/pdf/04-11592.pdf,69 FR 29043,29043,29045,Establishment of Great Lakes Interagency Task Force and Promotion of a Regional Collaboration of National Significance for the Great Lakes,2004-05-18,05/20/2004,George Bush
13339,https://www.govinfo.gov/content/pkg/FR-2004-05-17/pdf/04-11271.pdf,69 FR 28037,28037,28039,Increasing Economic Opportunity and Business Participation of Asian Americans and Pacific Islanders,2004-05-13,05/17/2004,George Bush
13338,https://www.govinfo.gov/content/pkg/FR-2004-05-13/pdf/04-11058.pdf,69 FR 26751,26751,26754,Blocking Property of Certain Persons and Prohibiting the Export of Certain Goods to Syria,2004-05-11,05/13/2004,George Bush
13336,https://www.govinfo.gov/content/pkg/FR-2004-05-05/pdf/04-10377.pdf,69 FR 25295,25295,25297,American Indian and Alaska Native Education,2004-04-30,05/05/2004,George Bush
13337,https://www.govinfo.gov/content/pkg/FR-2004-05-05/pdf/04-10378.pdf,69 FR 25299,25299,25301,Issuance of Permits With Respect to Certain Energy-Related Facilities and Land Transportation Crossings on the International Boundaries of the United States,2004-04-30,05/05/2004,George Bush
13335,https://www.govinfo.gov/content/pkg/FR-2004-04-30/pdf/04-10024.pdf,69 FR 24059,24059,24061,Incentives for the Use of Health Information Technology and Establishing the Position of the National Health Information Technology Coordinator,2004-04-27,04/30/2004,George Bush
13334,https://www.govinfo.gov/content/pkg/FR-2004-04-14/pdf/04-8616.pdf,69 FR 19917,19917,19918,Establishing an Emergency Board To Investigate a Dispute Between the Southeastern Pennsylvania Transportation Authority and its Conductors Represented by the United Transportation Union,2004-04-10,04/14/2004,George Bush
13333,https://www.govinfo.gov/content/pkg/FR-2004-03-23/pdf/04-6622.pdf,69 FR 13455,13455,13456,Amending Executive Order 13257 To Implement the Trafficking Victims Protection Reauthorization Act of 2003,2004-03-18,03/23/2004,George Bush
13332,https://www.govinfo.gov/content/pkg/FR-2004-03-08/pdf/04-5322.pdf,69 FR 10891,10891,10900,Further Adjustment of Certain Rates of Pay,2004-03-03,03/08/2004,George Bush
13331,https://www.govinfo.gov/content/pkg/FR-2004-03-03/pdf/04-4884.pdf,69 FR 9911,9911,9913,National and Community Service Programs,2004-02-27,03/03/2004,George Bush
13329,https://www.govinfo.gov/content/pkg/FR-2004-02-26/pdf/04-4436.pdf,69 FR 9181,9181,9182,Encouraging Innovation in Manufacturing,2004-02-24,02/26/2004,George Bush
13330,https://www.govinfo.gov/content/pkg/FR-2004-02-26/pdf/04-4451.pdf,69 FR 9185,9185,9187,Human Service Transportation Coordination,2004-02-24,02/26/2004,George Bush
13328,https://www.govinfo.gov/content/pkg/FR-2004-02-11/pdf/04-3170.pdf,69 FR 6901,6901,6903,Commission on the Intelligence Capabilities of the United States Regarding Weapons of Mass Destruction,2004-02-06,02/11/2004,George Bush
13327,https://www.govinfo.gov/content/pkg/FR-2004-02-06/pdf/04-2773.pdf,69 FR 5897,5897,5900,Federal Real Property Asset Management,2004-02-04,02/06/2004,George Bush
